observer,journal,DOI/title,study_year,study_type,country_region,subject_matter,plot_res,n_sites,sampled_area,samp_duration,t_btwn_samp,study_duration,study_span,composition,structure,function,tax_breadth,DOI_data_source,sensitivity,notes,exclusion reason,,,,,,,,,
Treuer,Ecosystems,10.1007/s10021-013-9684-x,2013,field/direct observation,French Guiana,Wood chemistry,0.0001000,126,0.00000126,1,0,1,1,3,3,2,1,,"plot_res, samp_duration, study_duration","Assumed wood samples 1cm x 1cm, 1 day to process",,,,,,,,,,
Treuer,Ecosystems,10.1007/s10021-013-9684-x,2013,field/direct observation,French Guiana,Eddy Covariance,0.0100000,1,0.000001,5.78704E-07,0,365,365,0,0,1,0,10.1111/j.1365-2486.2008.01610.x,plot_res,plo_res assumed gas intake integrated over .01m2,,,,,,,,,,
Treuer,Ecosystems,10.1007/s10021-013-9684-x,2013,field/direct observation,French Guiana,Wood moisture,0.0001000,168,0.00000168,0.000694444,0,0.000694444,1,3,3,1,1,,"plot_res, samp_duration, study_duration",,,,,,,,,,,
Treuer,Ecosystems,10.1007/s10021-013-9684-x,2013,field/direct observation,French Guiana,Soil moisture,0.0001000,1,0.00000001,1,0,79,79,0,3,1,0,,plot_res,,,,,,,,,,,
Treuer,Ecosystems,10.1007/s10021-013-9684-x,2013,field/direct observation,French Guiana,Wood decomposition,62500.0000000,1,6.25,1,30,240,7305,3,2,2,1,,,,,,,,,,,,,
Treuer,Global Ecology and Biogeography,10.1111/j.1466-8238.2012.00778.x,2012,field/direct observation,Pan-tropical,Forest architecture,0.1963495,20497,0.402457654,0.000694444,0,0.000694444,365,3,2,1,1,,"plot_res, samp_duration, study_span","estimated average tree diameter of 50cm, assumed 1 minute to estimate tree height, study_span assumed 1 year",,,,,,,,,,
Treuer,Global Ecology and Biogeography,10.1111/j.1466-8238.2012.00778.x,2012,field/direct observation,Pan-tropical,Forest architecture,20000.0000000,104,208,20,0,20,365,3,2,1,1,,"plot_res, samp_duration, study_span","estimated average tree diameter of 50cm, assumed 1 minute to estimate tree height, study_span assumed 1 year",,,,,,,,,,
Treuer,Biological Conservation,10.1016/j.biocon.2007.01.005,2007,field/direct observation,Slovenia,Grass,9.0000000,10,0.009,0.041666667,0,0.041666667,123,3,1,0,1,,samp_duration,,,,,,,,,,,
Treuer,Biological Conservation,10.1016/j.biocon.2007.01.005,2007,field/direct observation,Slovenia,Insects,100.0000000,10,0.1,0.013888889,40,60,123,3,1,1,2,,,,,,,,,,,,,
Treuer,Biological Conservation,10.1016/j.biocon.2007.01.005,2007,field/direct observation,Slovenia,Insects,0.0038485,60,2.30907E-05,7,33,21,123,3,1,1,1,,plot_res,plot_res assumed to be size of pitfall trap,,,,,,,,,,
Choi,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2010.2482,2011,Field Study,"USA, Alaska",Phenology in Arctic Ground Squirrels,0.01,10,0.000010,1.15741E-05,0.166666667,0.025,1642,0,0,1,0,,,,,,,,,,,,,
Choi,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2010.2482,2011,Field Study,"USA, Alaska",Phenology in Arctic Ground Squirrels,250000,2,50.000000,1.15741E-05,1,0.012682292,1095,0,0,1,0,,plot_res\study_span,,,,,,,,,,,
Choi,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2010.2482,2011,Field Study,"USA, Alaska",Phenology in Arctic Ground Squirrels,0.064,2,0.000013,0.375,270,6.5,4748.25,0,2,0,0,,plot_res,,,,,,,,,,,
Choi,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2010.2482,2011,Field Study,"USA, Alaska",Phenology in Arctic Ground Squirrels,0.0075,204,0.000153,0.013888889,20,360,4565,0,1,0,0,,,,,,,,,,,,,
Choi,Journal of Ecology,10.1111/j.1365-2745.2012.01955.x,2012,Field Study,"USA, Montana\Chile",Changes in treeline,0.000314159,200,0.000006,0.006944444,181,1.388888889,181,0,1,0,1,,t_btwn_samp,,,,,,,,,,,
Choi,Journal of Ecology,10.1111/j.1365-2745.2012.01955.x,2012,Field Study,"USA, Montana\Chile",Changes in treeline,1,200,0.020000,0.000347222,181,0.069444444,181,1,0,0,1,,plot_res\t_btwn_samp,,,,,,,,,,,
Choi,Journal of Ecology,10.1111/j.1365-2745.2012.01955.x,2012,Field Study,"USA, Montana\Chile",Changes in treeline,7853.981634,200,157.079633,1.15741E-05,181,0.002314815,181,1,3,0,1,,t_btwn_samp,,,,,,,,,,,
Choi,Journal of Ecology,10.1111/j.1365-2745.2012.01955.x,2012,Field Study,"USA, Montana\Chile",Changes in treeline,0.031415927,200,0.000628,0.000347222,181,0.069444444,181,0,2,0,1,,t_btwn_samp,,,,,,,,,,,
Choi,Journal of Ecology,10.1111/j.1365-2745.2012.01955.x,2012,Field Study,"USA, Montana\Chile",Changes in treeline,0.196349541,200,0.003927,0.000347222,181,0.069444444,181,0,2,0,1,,t_btwn_samp,,,,,,,,,,,
Choi,Biogeosciences,doi:10.5194/bg-7-257-2010,2010,Model with Field Obs,France,Modeling VOC emissions from trees,0.012,90,0.000108,0.041666667,14,3.75,518,0,0,2,0,; DOI: 10.1007/s00442-009-1298-9,,,,,,,,,,,,
Choi,Biogeosciences,doi:10.5194/bg-7-257-2010,2010,Model with Field Obs,France,Modeling VOC emissions from trees,0.012,90,0.000108,0.041666667,14,3.75,518,0,0,2,0,; DOI: 10.1007/s00442-009-1298-9,,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1016/j.biocon.2008.09.018,2008,Field Study,Malaysia,Coral seagrass conservation,0.25,72,0.001800,0.020833333,730,1.5,1460,3,3,1,1,,t_btwn_samp,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1016/j.biocon.2008.09.019,2008,Field Study,Malaysia,Coral seagrass conservation,0.0035,72,0.000025,0.010416667,730,0.75,1460,3,2,1,1,,t_btwn_samp\structure\function,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1016/j.biocon.2008.09.020,2008,Field Study,Malaysia,Coral seagrass conservation,0.000314159,6,0.000000,0.001388889,730,0.008333333,1460,0,1,0,0,,,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1016/j.biocon.2008.09.021,2008,Field Study,Malaysia,Coral seagrass conservation,0.0025,3,0.000001,1.15741E-05,0.0625,3.47222E-05,1460,0,0,0,0,,t_btwn_samp,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1016/j.biocon.2008.09.022,2008,Field Study,Malaysia,Coral seagrass conservation,0.0025,3,0.000001,1.15741E-05,0.0625,3.47222E-05,365,0,0,0,0,,t_btwn_samp,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1016/j.biocon.2008.09.023,2008,Field Study,Malaysia,Coral seagrass conservation,0.0025,2,0.000001,1.15741E-05,1,2.31481E-05,1460,0,0,0,0,,t_btwn_samp,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1016/j.biocon.2008.09.024,2008,Field Study,Malaysia,Coral seagrass conservation,0.0025,2,0.000001,1.15741E-05,5.517857143,2.31481E-05,365,0,0,0,0,,t_btwn_samp,,,,,,,,,,,
Choi,Oecologia,doi:10.1007/s00442-010-1769-0,2010,Field Study,"USA, Montana",Nest Predation in Brewer's Sparrow,270000,8,216.000000,3.333333333,2.5,26.66666667,1185,0,1,0,1,,study_duration,,,,,,,,,,,
Choi,Oecologia,doi:10.1007/s00442-010-1769-0,2010,Field Study,"USA, Montana",Nest Predation in Brewer's Sparrow,0.25,326,0.008150,0.041666667,0,13.58333333,1185,0,3,0,1,,study_duration,,,,,,,,,,,
Choi,The American Naturalist,doi:10.1086/512046,2007,Field Study,France\Sweden,Antler Size in Roe Deer,0.05,430,0.002150,0.041666667,45,35.5,5840,0,1,0,0,,plot_res\samp_duration,,,,,,,,,,,
Choi,The American Naturalist,doi:10.1086/512046,2007,Field Study,France\Sweden,Antler Size in Roe Deer,1,430,0.043000,0.083333333,45,71,5840,0,1,0,0,,plot_res\samp_duration,,,,,,,,,,,
Choi,The American Naturalist,doi:10.1086/512046,2007,Field Study,France\Sweden,Antler Size in Roe Deer,1,1,0.000100,1.15741E-05,1,0.001041667,90,0,1,0,0,,plot_res\samp_duration,,,,,,,,,,,
Choi,The American Naturalist,doi:10.1086/512046,2007,Field Study,France\Sweden,Antler Size in Roe Deer,1,1,0.000100,1.15741E-05,1,0.001041667,90,0,1,0,0,,plot_res\samp_duration,,,,,,,,,,,
Choi,The American Naturalist,doi:10.1086/512046,2007,Field Study,France\Sweden,Antler Size in Roe Deer,1,1,0.000100,1.15741E-05,1,0.001041667,90,0,1,0,0,,plot_res\samp_duration,,,,,,,,,,,
Choi,The American Naturalist,doi:10.1086/512046,2007,Field Study,France\Sweden,Antler Size in Roe Deer,500,10,0.500000,0.333333333,365,5.333333333,5840,0,1,0,0,,plot_res\t_btwn_samp\study_span\n_sites,,,,,,,,,,,
Choi,The American Naturalist,doi:10.1086/512046,2007,Field Study,France\Sweden,Antler Size in Roe Deer,100,1,0.010000,0.333333333,365,5.333333333,5840,0,1,0,0,,plot_res\t_btwn_samp\study_span,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1017/j.biocon.2010.10.005,2010,Field Study,"Canada, British Columbia",Plant community functional traits and grazing pressure,0.5,12960,0.648000,0.010416667,0,135,425,3,0,0,2,,n_sites\t_btwn_samp,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1017/j.biocon.2010.10.005,2010,Field Study,"Canada, British Columbia",Plant community functional traits and grazing pressure,0.25,432,0.010800,0.010416667,0,4.5,425,0,1,1,0,,n_sites\t_btwn_samp,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1017/j.biocon.2010.10.005,2010,Field Study,"Canada, British Columbia",Plant community functional traits and grazing pressure,0.007853982,216,0.000170,0.010416667,0,2.25,425,0,0,1,0,,n_sites,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1017/j.biocon.2010.10.005,2010,Field Study,"Canada, British Columbia",Plant community functional traits and grazing pressure,0.000314159,51840,0.001629,4.62963E-05,0,2.4,425,0,0,1,0,,n_sites,,,,,,,,,,,
Choi,Global Change Biology,doi: 10.1111/j.1365-2486.2011.02514.x,2012,Field Study,"Netherlands, Groningen",Snail shell color change over time,100,16,0.160000,0.041666667,15695,1.333333333,15695,1,0,0,0,,n_sites,,,,,,,,,,,
Choi,Global Change Biology,doi: 10.1111/j.1365-2486.2011.02514.x,2012,Field Study,"Netherlands, Groningen",Snail shell color change over time,0.0002,5902,0.000118,0.000694444,0,4.098611111,15695,0,0,1,0,,function,,,,,,,,,,,
Choi,Global Change Biology,doi: 10.1111/j.1365-2486.2011.02514.x,2012,Field Study,"Netherlands, Groningen",Snail shell color change over time,25000000,1,2500.000000,0.208333333,15330,0.416666667,15330,0,0,0,0,,plot_res\samp_duration,,,,,,,,,,,
Choi,Global Change Biology,doi: 10.1111/j.1365-2486.2011.02514.x,2012,Field Study,"Netherlands, Groningen",Snail shell color change over time,0.01,1,0.000001,1.15741E-05,1,0.181655093,15695,0,0,0,0,,plot_res,,,,,,,,,,,
Choi,Global Change Biology,doi: 10.1111/j.1365-2486.2009.01898.x,2009,Model with Field Obs,Sweden,Soil CO2 production and temperature,0.007853982,23,0.000018,0.010416667,0,0.239583333,1,0,2,2,0,,t_btwn_samp\study_span,,,,,,,,,,,
Choi,Ecological Applications,doi:10.1890/09-1107.1,2010,Model with Field Obs,California,Demography and modeling of Sierra Nevada Bighorn Sheep,3,220,0.066000,2.666666667,365,8213.333333,5110,0,1,0,0,,plot_res\sampled_area\samp_duration,,,,,,,,,,,
Choi,"Agriculture, Ecosystems, and Environment",doi:10.1016/j.agee.2004.07.002,2004,Remote Sensing,Costa Rica,"Land use change in Chorotega region, Costa Rica",10000000000,1,1000000.000000,0.083333333,4866.666667,0.333333333,14600,0,0,2,0,,samp_duration\plot_res,,,,,,,,,,,
Choi,Biogeosciences,doi:10.5194/bg-8-267-2011,2011,Field Study,Mediterranean Sea,Distribution of protist parasites in oligotrophic waters of Mediterranean,600,10,0.600000,0.041666667,6,0.416666667,60,3,2,2,2,,plot_res\samp_duration,,,,,,,,,,,
Choi,Biogeosciences,doi:10.5194/bg-8-267-2011,2011,Field Study,Mediterranean Sea,Distribution of protist parasites in oligotrophic waters of Mediterranean,1,3,0.000300,0.041666667,6,0.125,60,3,0,0,2,,samp_duration,,,,,,,,,,,
Choi,Biogeosciences,doi:10.5194/bg-8-267-2011,2011,Field Study,Mediterranean Sea,Distribution of protist parasites in oligotrophic waters of Mediterranean,3.33333E-08,2120,0.000000,0.003472222,0,7.361111111,60,3,0,2,2,,plot_res\n_sites,,,,,,,,,,,
Choi,Behavioral Ecology,DOI 10.1007/s00442-012-2362-4,2012,Field Study,Hungary,Lifetime reproductive success in a 17 year study,1,750,0.075000,0.010416667,3,3187.5,6205,0,3,0,0,,t_btwn_samp\structure,,,,,,,,,,,
Choi,Behavioral Ecology,DOI 10.1007/s00442-012-2362-4,2012,Field Study,Hungary,Lifetime reproductive success in a 17 year study,0.0003,683,0.000020,0.003472222,3,967.5833333,6205,0,1,0,0,,t_btwn_samp,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1016/j.biocon.2009.09.017,2010,Field Study,Peru,Peruvian cetacean caught in artisinal fisheries,400000,66,2640.000000,2.216666667,13.18181818,146.3,870,0,1,0,1,,plot_res\samp_duration\t_btwn_samp,,,,,,,,,,,
Choi,Biological Conservation,doi:10.1016/j.biocon.2009.09.017,2010,Field Study,Peru,Peruvian cetacean caught in artisinal fisheries,800,1,0.080000,0.166666667,1,456.3333333,2738,0,2,0,1,,plot_res,Not sure about this - surveys with fishermen,,,,,,,,,,
Choi,Global Change Biology,doi: 10.1111/j.1365-2486.2008.01789.x,2009,Field Study,Finland,Range shifts of Finnish butterflies,1,500,0.050000,1.15741E-05,1,0.04224537,4380,0,0,1,0,,n_sites\plot_res\function,,,,,,,,,,,
Choi,Global Change Biology,doi: 10.1111/j.1365-2486.2008.01789.x,2009,Field Study,Finland,Range shifts of Finnish butterflies,10000,239,239.000000,0.833333333,365,1991.666667,4380,1,0,0,2,10.1023/A:1024189828387,samp_duration\study_duration\composition,,,,,,,,,,,
Choi,"Agriculture, Ecosystems, and Environment",doi:10.1016/j.agee.2008.08.009,2008,Model with Field Obs,Norway,A model to look at differences in grazing pressure from 1960s to 2002,785398.1634,13,1021.017612,0.333333333,14600,0.666666667,15330,1,0,2,0,,plot_res,,,,,,,,,,,
Choi,Behavioral Ecology,doi:10.1093/beheco/arr030,2011,Field Study,Virginia,Testosterone and bird paternal and mating effort,0.045,98,0.000441,0.020833333,0,2.041666667,120,0,2,0,0,,samp_duration\plot_res,,,,,,,,,,,
Choi,Behavioral Ecology,doi:10.1093/beheco/arr031,2011,Field Study,Virginia,Testosterone and bird paternal and mating effort,0.045,22,0.000099,0.020833333,0,0.458333333,120,0,1,0,0,,samp_duration\plot_res,,,,,,,,,,,
Choi,Behavioral Ecology,doi:10.1093/beheco/arr032,2011,Field Study,Virginia,Testosterone and bird paternal and mating effort,0.005,88,0.000044,0.010416667,2,0.916666667,120,0,1,0,0,,n_sites,,,,,,,,,,,
Choi,Behavioral Ecology,doi:10.1093/beheco/arr032,2011,Field Study,Virginia,Testosterone and bird paternal and mating effort,0.09,36,0.000324,0.069444444,4,180,120,0,1,0,0,,plot_res,,,,,,,,,,,
Choi,Biology Letters,10.1098/rsbl.2009.0567,2010,Field Study,Spain,Looking at sublethal effects of an oil spill on birds,0.125,27,0.000338,0.020833333,0,0.5625,12,0,1,0,0,,samp_duration\plot_res,,,,,,,,,,,
Choi,Ecological Monographs,10.1890/05-0765,2006,Model with Field Obs,South Africa,Kudu populations in Kruger National Park,60000,2,12.000000,0.208333333,365,62.5,3650,0,1,0,0,10.2307/5021,samp_duration\study_duration,,,,,,,,,,,
Choi,Ecological Monographs,10.1890/05-0765,2006,Model with Field Obs,South Africa,Wildebeest populations in Kruger,5000,18,9.000000,0.458333333,365,357.5,4745,0,1,0,2,10.4102/koedoe.v33i1.449,plot_res\tax_breadth,,,,,,,,,,,
Choi,Ecological Monographs,10.1890/05-0765,2006,Model with Field Obs,South Africa,Wildebeest populations in Kruger,5000,18,9.000000,0.458333333,90,366.6666667,1825,0,1,0,0,,plot_res\study_duration,"This should be from a different study, but I can't get access. I'm going off of what the larger study described.",,,,,,,,,,
Choi,Ecological Monographs,10.1890/05-0765,2006,Model with Field Obs,South Africa,Wildebeest populations in Kruger,8000000,200,160000.000000,0.0026875,365,0.0510625,6935,0,0,0,2,10.4102/koedoe.v37i1.332,plot_res\n_sites\samp_duration\study_duration\tax_breadth,,,,,,,,,,,
Choi,Ecological Monographs,10.1890/05-0765,2006,Model with Field Obs,South Africa,Wildebeest in Serengeti,986.9604401,84,8.290468,0.333333333,14,40768,10220,0,1,0,0,10.1046/j.1365-2656.1999.00352.x,study_span\study_duration,This study doesn't really do a very good job of detailing methods,,,,,,,,,,
Choi,Ecological Monographs,10.1890/05-0765,2006,Model with Field Obs,South Africa,Wildebeest in Serengeti,2,300,0.060000,0.125,0,37.5,730,0,1,0,0,10.1046/j.1365-2656.1999.00352.x,plot_res\n_sites\samp_duration\study_duration\t_btwn_samp,This study doesn't really do a very good job of detailing methods,,,,,,,,,,
Choi,Ecological Monographs,10.1890/05-0765,2006,Model with Field Obs,South Africa,Wildebeest in Serengeti,986.9604401,84,8.290468,0.041666667,14,5096,10220,0,1,0,0,10.1046/j.1365-2656.1999.00352.x,study_span\study_duration,This study doesn't really do a very good job of detailing methods,,,,,,,,,,
Choi,Ecological Monographs,10.1890/05-0765,2006,Model with Field Obs,South Africa,Rainfall at Kruger,0.196349541,1,0.000020,0.003472222,1,35.48611111,10220,0,0,0,0,,,,,,,,,,,,,
Choi,Ecological Monographs,10.1890/05-0765,2006,Model with Field Obs,South Africa,Rainfall at Serengeti,0.196349541,1,0.000020,0.003472222,1,22.8125,6570,0,0,0,0,,,,,,,,,,,,,
Choi,Global Change Biology,10.1111/j.1365-2486.2012.02740.x,2012,Paleo-Reconstruction,"Canada, Ontario",Medieval Climate Anomaly and lake core samples,0.001963495,414,0.000081,0.020833333,5110,8.625,730000,0,0,0,0,,study_duration\samp_duration,,,,,,,,,,,
Choi,Global Change Biology,10.1111/j.1365-2486.2012.02740.x,2012,Paleo-Reconstruction,"Canada, Ontario",Medieval Climate Anomaly and lake core samples,475000,6,285.000000,0.25,0,1.5,1,0,0,0,0,,study_span,,,,,,,,,,,
Choi,Global Change Biology,10.1111/j.1365-2486.2012.02740.x,2012,Paleo-Reconstruction,"Canada, Ontario",Medieval Climate Anomaly and lake core samples,1,4,0.000400,0.010416667,1,399.21875,38325,0,0,0,0,,samp_duration\study_duration,,,,,,,,,,,
